Pathways for c12c(cccc1)cccc2 
T = 298.15K
Min. ΔGrxn over all Pathways: 86.33[kJ/mol]
C(CCCCCCCC)C>>C(=CCC)CCCCCC.[HH]
In Pathway [2, 5, 18, 20, 52, 55, 68, 70, 72, 75]
Reaction	ΔHrxn[kJ/mol]	ΔSrxn[J/mol/K]	ΔGrxn[kJ/mol]
Pathway4759
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCC)C=CCCCC.[HH]	92.83	122.69	56.25
C(=CCC)C=CCCCC>>C(=C)CCC=CC=CCC.[HH]	131.03	107.27	99.05
C(=C)CCC=CC=CCC>>C(=C)CC=C(C=CCC)C	-12.07	2.35	-12.77
C(=C)CC=C(C=CCC)C>>C(=CCC=C)(C=CC=C)C.[HH]	104.36	122.34	67.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4760
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=C)CC=C(C=CCC)C.[HH]	104.31	125.47	66.91
C(=C)CC=C(C=CCC)C>>C(=CCC=C)(C=CC=C)C.[HH]	104.36	122.34	67.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4761
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=C)CC=C(C=CCC)C.[HH]	104.31	125.47	66.91
C(=C)CC=C(C=CCC)C>>C(=CCC=C)(C=CC=C)C.[HH]	104.36	122.34	67.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4762
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCC=C)(CCCC)C.[HH]	126.93	101.63	96.63
C(=CCC=C)(CCCC)C>>C(=C)CC=C(C=CCC)C.[HH]	104.31	125.47	66.91
C(=C)CC=C(C=CCC)C>>C(=CCC=C)(C=CC=C)C.[HH]	104.36	122.34	67.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4763
C(CCCCCCCC)C>>C(=CCC)CCCCCC.[HH]	123.34	124.15	86.33
C(=CCC)CCCCCC>>C(=CCC)C=CCCCC.[HH]	99.27	127.74	61.18
C(=CCC)C=CCCCC>>C(=CCCC)(C=CCC)C	-4.33	-7.18	-2.19
C(=CCCC)(C=CCC)C>>C(=C)CC=C(C=CCC)C.[HH]	123.29	116.79	88.47
C(=C)CC=C(C=CCC)C>>C(=CCC=C)(C=CC=C)C.[HH]	104.36	122.34	67.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4764
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCC)C=CCCCC.[HH]	92.83	122.69	56.25
C(=CCC)C=CCCCC>>C(=CCCC)(C=CCC)C	-4.33	-7.18	-2.19
C(=CCCC)(C=CCC)C>>C(=C)CC=C(C=CCC)C.[HH]	123.29	116.79	88.47
C(=C)CC=C(C=CCC)C>>C(=CCC=C)(C=CC=C)C.[HH]	104.36	122.34	67.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4765
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCCC)(C=CCC)C.[HH]	107.95	110.31	75.07
C(=CCCC)(C=CCC)C>>C(=C)CC=C(C=CCC)C.[HH]	123.29	116.79	88.47
C(=C)CC=C(C=CCC)C>>C(=CCC=C)(C=CC=C)C.[HH]	104.36	122.34	67.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4766
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4767
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=C)CCC=CCCC=C.[HH]	112.13	119.27	76.56
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4768
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCCCCCC=C.[HH]	120.94	117.74	85.83
C(=C)CCCCCCC=C>>C(=C)CCC=CCCC=C.[HH]	120.99	130.96	81.94
C(=C)CCC=CCCC=C>>C(=CCC=C)(CCC=C)C	-6.06	-15.3	-1.5
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4769
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4770
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCC=C)(CCCC)C	-21.86	-13.46	-17.85
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4771
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCC=C)(CCCC)C.[HH]	126.93	101.63	96.63
C(=CCC=C)(CCCC)C>>C(=CCC=C)(CCC=C)C.[HH]	127.92	117.43	92.91
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4772
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C(=CCC=C)(CCC=C)C.[HH]	123.16	119.22	87.61
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4773
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=CCCC)(CCC=C)C	-17.09	-15.24	-12.55
C(=CCCC)(CCC=C)C>>C(=CCC=C)(CCC=C)C.[HH]	123.16	119.22	87.61
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4774
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCCC)(CCCC)C	-19.46	5.2	-21.01
C(=CCCC)(CCCC)C>>C(=CCCC)(CCC=C)C.[HH]	131.7	99.85	101.93
C(=CCCC)(CCC=C)C>>C(=CCC=C)(CCC=C)C.[HH]	123.16	119.22	87.61
C(=CCC=C)(CCC=C)C>>C(=CCC=C)(C=CC=C)C.[HH]	80.75	130.37	41.88
C(=CCC=C)(C=CC=C)C>>C1(=C(CCC=C1)CC=C)C	-85.69	-34.87	-75.29
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4775
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)C=CCCCCCC.[HH]	96.53	128.15	58.32
C(=C)C=CCCCCCC>>C(=C)C=CC=CCCCC.[HH]	107.77	120.33	71.89
C(=C)C=CC=CCCCC>>C(=C)C=CC(=CCCC)C	-14.05	-9.87	-11.11
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4776
C(CCCCCCCC)C>>C(=CCC)CCCCCC.[HH]	123.34	124.15	86.33
C(=CCC)CCCCCC>>C(=C)C=CCCCCCC.[HH]	102.51	124.06	65.52
C(=C)C=CCCCCCC>>C(=C)C=CC=CCCCC.[HH]	107.77	120.33	71.89
C(=C)C=CC=CCCCC>>C(=C)C=CC(=CCCC)C	-14.05	-9.87	-11.11
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4777
C(CCCCCCCC)C>>C(=C)CCCCCCCC.[HH]	129.32	120.06	93.53
C(=C)CCCCCCCC>>C(=C)CCC=CCCCC.[HH]	129.8	129.44	91.21
C(=C)CCC=CCCCC>>C(=C)C=CC=CCCCC.[HH]	74.5	119.04	39.0
C(=C)C=CC=CCCCC>>C(=C)C=CC(=CCCC)C	-14.05	-9.87	-11.11
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4778
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=C)CCC=CCCCC.[HH]	129.34	120.29	93.47
C(=C)CCC=CCCCC>>C(=C)C=CC=CCCCC.[HH]	74.5	119.04	39.0
C(=C)C=CC=CCCCC>>C(=C)C=CC(=CCCC)C	-14.05	-9.87	-11.11
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4779
C(CCCCCCCC)C>>C(=CCC)CCCCCC.[HH]	123.34	124.15	86.33
C(=CCC)CCCCCC>>C(=CCC)C=CCCCC.[HH]	99.27	127.74	61.18
C(=CCC)C=CCCCC>>C(=C)C=CC=CCCCC.[HH]	111.01	116.65	76.23
C(=C)C=CC=CCCCC>>C(=C)C=CC(=CCCC)C	-14.05	-9.87	-11.11
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
C12=CCCC=C1C=CC=C2>>c12c(cccc1)cccc2.[HH]	-43.03	105.19	-74.39
Pathway4780
C(CCCCCCCC)C>>C(=CCCCC)CCCC.[HH]	129.79	129.2	91.26
C(=CCCCC)CCCC>>C(=CCC)C=CCCCC.[HH]	92.83	122.69	56.25
C(=CCC)C=CCCCC>>C(=C)C=CC=CCCCC.[HH]	111.01	116.65	76.23
C(=C)C=CC=CCCCC>>C(=C)C=CC(=CCCC)C	-14.05	-9.87	-11.11
C(=C)C=CC(=CCCC)C>>C1(=C(CCC=C1)CCC)C	-81.75	-29.04	-73.09
C1(=C(CCC=C1)CCC)C>>C1(=C(CCC=C1)CC=C)C.[HH]	122.43	119.34	86.85
C1(=C(CCC=C1)CC=C)C>>C12=C(CCCC1)C=CCC2	-84.31	-28.79	-75.73
C12=C(CCCC1)C=CCC2.[HH]>>C1=CC2C(CC1)CCCC2	-87.26	-137.71	-46.2
C1=CC2C(CC1)CCCC2>>C12=CCCCC1CCC=C2.[HH]	96.16	130.53	57.24
C12=CCCCC1CCC=C2>>C12=CCCC=C1C=CCC2.[HH]	100.72	130.06	61.94
C12=CCCC=C1C=CCC2>>C12=CCCC=C1C=CC=C2.[HH]	47.88	127.92	9.74
